cycle_number,capacity_mean,capacity_last,pred_error_mean,pred_error_max,recon_error_mean,recon_error_max,score_mean,score_max,score_std,n_points,score_mean_over_threshold,score_max_over_threshold
484,1.36985,1.36985,0.34365866,0.3436587,0.06586304,0.06887841,0.40952173,0.4125371,0.00086572894,208,0,0
486,1.3673164,1.364971,0.34714365,0.3503697,0.06886176,0.074510574,0.4160054,0.42453384,0.003398943,3838,0,0
488,1.3647828,1.3647828,0.3506286,0.3506286,0.073272936,0.07621455,0.42390153,0.42684317,0.0017157111,307,0,0
490,1.3595524,1.354711,0.357823,0.3644824,0.08036051,0.08881557,0.43818352,0.4527688,0.008137782,3834,0,0
492,1.3543221,1.3543221,0.3650174,0.3650174,0.08904037,0.0912137,0.45405778,0.45623112,0.0017560249,306,0,0
494,1.3544818,1.3546295,0.36479765,0.36500072,0.088157244,0.09216833,0.4529549,0.4571638,0.001944057,3725,0,0
496,1.3546417,1.3546417,0.36457777,0.36457777,0.08858118,0.09089613,0.45315894,0.4554739,0.0018456132,306,0,0
498,1.3546728,1.3547015,0.364535,0.36457467,0.08777418,0.09174538,0.4523092,0.4563179,0.0018915916,3793,0,0
500,1.3547039,1.3547039,0.36449218,0.36449218,0.08834879,0.09068847,0.45284095,0.45518064,0.0019238704,306,0,0
502,1.3520095,1.3495209,0.36819836,0.37162137,0.09203696,0.09778607,0.46023533,0.46925378,0.00312375,3700,0,0
504,1.349315,1.349315,0.3719046,0.3719046,0.09620341,0.09895539,0.46810803,0.47086,0.0017418766,305,0,0
506,1.346752,1.3443896,0.3754299,0.37867963,0.10000518,0.105468154,0.47543508,0.48412967,0.004265222,3609,0,0
508,1.3441892,1.3441892,0.37895525,0.37895525,0.10259408,0.106006026,0.48154932,0.48496127,0.0012288194,304,0,0
510,1.3415909,1.339185,0.3825291,0.3858385,0.10632587,0.111237645,0.488855,0.4965601,0.0047713127,3805,0,0
512,1.3389914,1.3389914,0.3861047,0.3861047,0.10865857,0.11217892,0.49476328,0.49828362,0.0013205432,304,0,0
514,1.338953,1.3389174,0.38615763,0.38620663,0.10869165,0.11117768,0.49484926,0.49737978,0.0015123879,3774,0,0
516,1.3389145,1.3389145,0.38621056,0.38621056,0.108572885,0.11191857,0.49478346,0.49812913,0.0011795077,304,0,0
518,1.3364606,1.3341901,0.38958588,0.3927089,0.111663215,0.1164124,0.50124913,0.5088258,0.004614352,3764,0,0
520,1.3340067,1.3340067,0.39296126,0.39296126,0.11359429,0.11683822,0.50655556,0.5097995,0.0016599803,303,0,0
522,1.3313255,1.3288572,0.39664918,0.40004444,0.11623125,0.12156546,0.51288044,0.5212741,0.0050555235,3528,0,0
524,1.3286444,1.3286444,0.4003371,0.4003371,0.1169684,0.12348163,0.5173055,0.52381873,0.0027456656,303,0,0
526,1.3259077,1.3233778,0.40410146,0.4075812,0.12048466,0.12777424,0.52458614,0.5352552,0.0065348027,3717,0,0
528,1.3231709,1.3231709,0.40786588,0.40786588,0.12112514,0.13088834,0.52899104,0.5387542,0.004587363,302,0,1
530,1.3206706,1.3183571,0.411305,0.41448724,0.12234213,0.13201475,0.5336471,0.5465002,0.0076343985,3741,0,1
532,1.3181691,1.3181691,0.4147458,0.4147458,0.12298604,0.13630342,0.5377318,0.55104923,0.006261201,302,1,1
534,1.3183178,1.3184555,0.4145414,0.4147309,0.12287238,0.13713324,0.5374138,0.5518544,0.005454019,3827,1,1
536,1.3184664,1.3184664,0.41433692,0.41433692,0.12263818,0.13540626,0.53697515,0.5497432,0.0056125037,302,1,1
538,1.3183798,1.3182999,0.4144561,0.41456592,0.12249292,0.13725269,0.53694904,0.551605,0.005062312,3548,1,1
540,1.3182931,1.3182931,0.41457534,0.41457534,0.12145978,0.1351564,0.5360351,0.54973173,0.0047047334,301,1,1
542,1.3210821,1.3236625,0.41073906,0.4142884,0.121728465,0.13712275,0.53246754,0.55122304,0.0026072247,3737,0,1
544,1.3238724,1.3238724,0.40690088,0.40690088,0.120719165,0.12760401,0.52762,0.5345049,0.004244873,302,0,0
546,1.3419883,1.3587769,0.3819825,0.4050752,0.10295257,0.12514234,0.4849351,0.52909327,0.023850687,3821,0,0
547,1.3601217,1.3601217,0.35703993,0.35703993,0.07899057,0.082503796,0.4360305,0.43954372,0.0018272264,305,0,0
549,1.3498237,1.3402882,0.37120488,0.3843211,0.09575262,0.10947287,0.4669575,0.4931295,0.01585135,3828,0,0
551,1.3395307,1.3395307,0.38536298,0.38536298,0.107792415,0.11070478,0.4931554,0.49606776,0.0013330908,303,0,0
553,1.3342797,1.3294225,0.39258578,0.39926684,0.11339964,0.12077546,0.50598544,0.51938295,0.007987961,3750,0,0
555,1.3290286,1.3290286,0.39980865,0.39980865,0.11726397,0.12307525,0.5170726,0.5228839,0.0029504332,302,0,0
557,1.3263521,1.3238846,0.40349022,0.4068842,0.12022214,0.12720776,0.5237124,0.5339565,0.0056409603,3563,0,0
559,1.3236741,1.3236741,0.40717375,0.40717375,0.119658954,0.12751067,0.52683276,0.5346844,0.0039812527,302,0,0
561,1.321154,1.3188246,0.41064012,0.4138441,0.1228297,0.13063943,0.53346986,0.544482,0.0061431113,3690,0,1
563,1.3186339,1.3186339,0.4141065,0.4141065,0.12256203,0.13700688,0.5366685,0.55111337,0.0061353613,301,1,1
565,1.3160545,1.3136684,0.41765448,0.42093658,0.123487204,0.13769114,0.5411417,0.5552521,0.0070765736,3730,1,1
567,1.3134751,1.3134751,0.42120242,0.42120242,0.1238724,0.1445911,0.5450748,0.5657935,0.0070081884,301,1,1
569,1.3133385,1.3132125,0.42139027,0.42156363,0.12332051,0.14498127,0.54471076,0.56620765,0.0051357085,3629,1,1
571,1.313202,1.313202,0.42157805,0.42157805,0.12187916,0.14533293,0.5434572,0.566911,0.005235808,300,1,1
573,1.3104998,1.3079981,0.42529514,0.4287361,0.1235163,0.14566922,0.5488115,0.56770563,0.0063433205,3740,1,1
575,1.307796,1.307796,0.4290141,0.4290141,0.12678184,0.15154827,0.5557959,0.58056235,0.0066693868,300,1,1
577,1.3054144,1.3032062,0.43228993,0.4353273,0.12675244,0.15206766,0.55904233,0.5814791,0.0052615157,3824,1,1
579,1.3030329,1.3030329,0.4355657,0.4355657,0.1293464,0.15871024,0.56491214,0.59427595,0.005698845,299,1,1
581,1.3031951,1.303345,0.4353426,0.43554866,0.12713656,0.16124535,0.56247914,0.5967827,0.0029392978,3634,1,1
583,1.3033574,1.3033574,0.43511936,0.4351194,0.12895888,0.15826392,0.5640783,0.5933833,0.0053229826,299,1,1
585,1.3033837,1.303408,0.4350832,0.43511665,0.1269696,0.16021252,0.5620528,0.5953274,0.0029184634,3640,1,1
587,1.30341,1.30341,0.4350469,0.4350469,0.12860495,0.15831351,0.56365186,0.5933604,0.005317977,298,1,1
589,1.3006493,1.298093,0.43884444,0.44236064,0.12926927,0.1607368,0.56811374,0.5962539,0.0056778556,3726,1,1
591,1.2978871,1.2978871,0.44264376,0.44264376,0.13230047,0.1637131,0.57494426,0.60635686,0.0042219907,298,1,1
