cycle_number,capacity_mean,capacity_last,pred_error_mean,pred_error_max,recon_error_mean,recon_error_max,score_mean,score_max,score_std,n_points,score_mean_over_threshold,score_max_over_threshold
484,1.4820775,1.4820775,0.00040257894,0.0013842583,0.0016944959,0.002277851,0.0020970749,0.0026025772,0.00010489679,208,0,0
486,1.4795965,1.4772998,0.0006182452,0.0039269924,0.0015254766,0.004853964,0.0021437218,0.0073885918,0.00025197375,3838,0,0
488,1.4771155,1.4771155,0.00069108384,0.003348112,0.0018058794,0.0022671223,0.0024969631,0.0043945312,0.00020718487,307,0,0
490,1.4745964,1.4722646,0.0015597626,0.006252289,0.0015404493,0.005093336,0.003100212,0.009208679,0.00058965886,3834,0,0
492,1.4720773,1.4720773,9.78607e-05,0.0006904602,0.0019102409,0.0023612976,0.0020081014,0.0025253296,0.00034708405,306,0,0
494,1.4721626,1.4722414,0.00017894022,0.005831003,0.0013964627,0.0050337315,0.0015754029,0.010075092,0.0003505908,3725,0,0
496,1.472248,1.472248,0.00020540773,0.0009250641,0.0016803617,0.0021266937,0.0018857694,0.002319336,0.0002365545,306,0,0
498,1.4696299,1.4672074,0.0008296823,0.003933668,0.0013697516,0.0047245026,0.002199434,0.0064058304,0.0005411767,3793,0,0
500,1.4670106,1.4670106,0.0007177069,0.0015337467,0.0013963911,0.0020062923,0.002114098,0.0030360222,0.0006348563,306,0,0
502,1.4643888,1.4619675,0.00048261837,0.0068514347,0.001128814,0.004901886,0.0016114323,0.011386871,0.00067056454,3700,0,0
504,1.4617672,1.4617672,0.00085951225,0.0027441978,0.0010611628,0.0016503334,0.001920675,0.004023552,0.00019849511,305,0,0
506,1.4592313,1.4568936,0.001083167,0.0046482086,0.0008580026,0.00623703,0.0019411696,0.010643005,0.0007096642,3609,0,0
508,1.4566953,1.4566953,0.0022894833,0.0026452541,0.0009124185,0.0015466213,0.003201902,0.004069805,0.0005773016,304,0,0
510,1.4540259,1.4515538,0.0038466242,0.006431222,0.0007849816,0.0078077316,0.004631606,0.010241032,0.0010210166,3805,0,0
512,1.451355,1.451355,0.005499225,0.0059626102,0.0010013769,0.0016057491,0.006500602,0.0075306892,0.0006739892,304,0,0
514,1.4514854,1.4516062,0.005265756,0.007041216,0.00073176454,0.008217812,0.005997521,0.01184082,0.000496573,3774,0,0
516,1.4516159,1.4516159,0.0052699856,0.0057257414,0.00084989873,0.0017205477,0.006119884,0.0070569515,0.0005716295,304,0,0
518,1.449216,1.4469955,0.006124448,0.008402467,0.00082951883,0.008183122,0.0069539673,0.01184082,0.0006915997,3764,0,0
520,1.4468161,1.4468161,0.006914514,0.007445097,0.0009324598,0.0017101765,0.007846974,0.008908749,0.0006810034,303,0,0
522,1.4467866,1.4467595,0.0068466878,0.008915186,0.00082238973,0.008541226,0.0076690773,0.012939453,0.000569106,3528,0,0
524,1.4467571,1.4467571,0.006965077,0.0075262785,0.00095879164,0.0017510653,0.007923869,0.009071112,0.0006764203,303,0,0
526,1.4440684,1.4415832,0.0073675383,0.010273218,0.00092355954,0.011583567,0.008291097,0.01586914,0.0006287135,3717,0,0
528,1.4413798,1.4413798,0.008077908,0.008330941,0.0011187065,0.0020450354,0.009196615,0.010192156,0.00062673807,302,0,0
530,1.4388133,1.4364387,0.008782952,0.011518598,0.0008336132,0.012266874,0.009616565,0.017456055,0.00086410024,3741,0,0
532,1.4362457,1.4362457,0.010018572,0.010632157,0.0010634826,0.0020631552,0.011082055,0.012597322,0.00077905937,302,0,0
534,1.4365305,1.4367944,0.009694859,0.012294292,0.0007310524,0.011383653,0.010425912,0.017578125,0.0005534301,3827,0,0
536,1.4368154,1.4368154,0.009667391,0.010214686,0.00090246246,0.0022364855,0.010569854,0.011884451,0.0006501463,302,0,0
538,1.4365549,1.436315,0.009700512,0.012091994,0.0007447949,0.012326002,0.010445307,0.018310547,0.0005852999,3548,0,0
540,1.4362946,1.4362946,0.009908339,0.010564923,0.00092327595,0.002008319,0.010831615,0.012218714,0.00068280473,301,0,0
542,1.4390754,1.4416482,0.008606648,0.012292385,0.0006821124,0.013060331,0.00928876,0.019165039,0.00076727336,3737,0,0
544,1.4418576,1.4418576,0.007746902,0.008650303,0.0011418039,0.0021805763,0.008888706,0.010708809,0.0006905136,302,0,0
546,1.4545258,1.4662659,0.0034183792,0.010703921,0.0005157389,0.012198329,0.0039341184,0.016845703,0.0025442487,3821,0,0
547,1.4672064,1.4672064,0.001040232,0.0018591881,0.0015772757,0.0024695396,0.0026175077,0.004084587,0.00096417987,305,0,0
549,1.4595333,1.4524283,0.0019670625,0.005984068,0.001214552,0.0046105385,0.0031816144,0.009292603,0.0013795447,3828,0,0
551,1.451864,1.451864,0.005445682,0.0058727264,0.001281241,0.0020885468,0.006726923,0.007961273,0.00079106796,303,0,0
553,1.449501,1.4473152,0.006144757,0.008614302,0.0009798853,0.009505391,0.0071246424,0.013427734,0.0007883437,3750,0,0
555,1.447138,1.447138,0.0072137536,0.0077347755,0.0013373293,0.0019974709,0.008551083,0.009732246,0.0007517502,302,0,0
557,1.4444649,1.4420009,0.0074136574,0.01030767,0.0010322545,0.0083088875,0.008445912,0.013409376,0.0006907814,3563,0,0
559,1.4417906,1.4417906,0.007832583,0.008498311,0.0012426384,0.0020285845,0.009075222,0.0105268955,0.00067780865,302,0,0
561,1.4367108,1.4320153,0.009693152,0.01350379,0.0010560354,0.009139538,0.010749188,0.016869068,0.0012041632,3690,0,0
563,1.431631,1.431631,0.011479231,0.012218952,0.0013010922,0.0023312569,0.012780323,0.014550209,0.00097516464,301,0,0
565,1.4317197,1.4318018,0.011172438,0.014401317,0.0009687145,0.011110306,0.012141152,0.01940322,0.00063300686,3730,0,0
567,1.4318085,1.4318085,0.011381493,0.012096882,0.0012465015,0.0020871162,0.012627995,0.014183998,0.00080771453,301,0,0
569,1.4290323,1.4264697,0.012463547,0.015575886,0.0010959815,0.014805794,0.013559529,0.022216797,0.0010327224,3629,0,0
571,1.4262563,1.4262563,0.01416221,0.014606953,0.001187191,0.0022387505,0.015349401,0.016640663,0.0007258364,300,0,0
573,1.426172,1.426094,0.014117241,0.016696215,0.0010364626,0.012723923,0.015153703,0.02216196,0.0005361397,3740,0,0
575,1.4260877,1.4260877,0.0142797325,0.014716744,0.0011897644,0.002251029,0.015469497,0.016738176,0.0006494902,300,0,0
577,1.4236755,1.4214388,0.014224248,0.017968416,0.0010680086,0.012142777,0.015292256,0.022657156,0.0006490915,3824,0,0
579,1.4212633,1.4212633,0.0140688475,0.014516711,0.0010280422,0.0024510622,0.015096891,0.01646018,0.00070287666,299,0,0
581,1.4187952,1.4165155,0.014799901,0.020070076,0.00085716334,0.014145851,0.015657064,0.025854588,0.0006441158,3634,0,0
583,1.4163272,1.4163272,0.014545986,0.015569091,0.000733557,0.002741456,0.015279544,0.017100096,0.0008155386,299,0,0
585,1.4164526,1.4165686,0.014528029,0.020063996,0.00065940607,0.011794329,0.015187434,0.026090145,0.00071578345,3640,0,0
587,1.4165782,1.4165782,0.014500861,0.015345931,0.0006891377,0.002598405,0.015189998,0.016775846,0.00066998985,298,0,0
589,1.4137099,1.411054,0.0156007605,0.020223022,0.0006568165,0.013875842,0.016257577,0.026404142,0.0012277322,3726,0,0
591,1.4108402,1.4108402,0.017818,0.018111706,0.00056166935,0.002518177,0.01837967,0.01977539,0.00042861002,298,0,0
593,1.4109176,1.4109892,0.017744882,0.020417929,0.00048152046,0.010708928,0.018226402,0.026489258,0.0004972771,3685,0,0
595,1.410995,1.410995,0.017660681,0.01802075,0.0005376235,0.0024870634,0.018198306,0.01953125,0.00042988546,298,0,0
597,1.4085833,1.4063561,0.019934062,0.022711635,0.00044649237,0.011809826,0.020380555,0.027160645,0.0012218301,3594,0,0
599,1.4061714,1.4061714,0.021877144,0.022458315,0.00042531706,0.0023829937,0.022302462,0.023676395,0.0004971079,297,0,0
601,1.4062536,1.4063296,0.021831814,0.023908973,0.0002853466,0.0090487,0.022117162,0.02975154,0.00044339488,3643,0,0
603,1.4063358,1.4063358,0.021767732,0.022354245,0.00039980508,0.002303958,0.022167537,0.023590326,0.00042733937,297,0,0
605,1.4033957,1.4006726,0.02326897,0.025772333,0.0002764663,0.0094230175,0.023545435,0.030188322,0.0007724392,3736,0,0
607,1.4004552,1.4004552,0.024434382,0.025316,0.00065692345,0.0025160313,0.025091305,0.025973797,0.00026383443,297,0,0
609,1.4111181,1.4209423,0.01811125,0.027073622,0.0004928259,0.0073019266,0.018604076,0.0314579,0.003488475,3492,0,0
611,1.4217865,1.4217865,0.013654083,0.014895678,0.00095710496,0.002926588,0.014611188,0.01636362,0.00073727604,298,0,0
612,1.4271182,1.4320426,0.013178608,0.01922357,0.0010212352,0.014274359,0.014199845,0.025385618,0.0013270229,3604,0,0
613,1.4324553,1.4324553,0.011126537,0.011695385,0.001218462,0.00197649,0.012344999,0.013381004,0.0008569674,300,0,0
615,1.4328707,1.4328762,0.006949139,0.0110093355,0.0063076974,0.008281469,0.013256836,0.019165039,0.0034962012,5,0,0
